candidate_rank,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,duration_sec,fps,frame_count
314,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Cow 255/Video 2025-03-19, 8 16 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Cow 255\Video 2025-03-19, 8 16 02 AM.mov",135.966667,30.000000,4079
315,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/310/Video 2025-03-19, 7 28 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\310\Video 2025-03-19, 7 28 29 AM.mov",95.028333,30.001578,2851
316,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/354/Video 2025-03-19, 7 26 52 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\354\Video 2025-03-19, 7 26 52 AM.mov",95.395000,30.001572,2862
317,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/370/Video 2025-03-19, 7 25 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\370\Video 2025-03-19, 7 25 11 AM.mov",93.961667,30.001596,2819
318,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/378/Video 2025-03-19, 7 30 12 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\378\Video 2025-03-19, 7 30 12 AM.mov",102.893333,30.001944,3087
319,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/417/Video 2025-03-19, 7 34 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\417\Video 2025-03-19, 7 34 06 AM.mov",90.995000,30.001648,2730
320,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/421/Video 2025-03-19, 7 35 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\421\Video 2025-03-19, 7 35 42 AM.mov",95.661667,30.001568,2870
321,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/433/Video 2025-03-19, 7 37 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\433\Video 2025-03-19, 7 37 49 AM.mov",93.161667,30.001610,2795
322,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",96.428333,30.001556,2893
323,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/438/Video 2025-03-19, 7 32 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\438\Video 2025-03-19, 7 32 22 AM.mov",91.361667,30.001642,2741
324,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/310/Video 2025-03-24, 8 04 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\310\Video 2025-03-24, 8 04 50 AM.mov",120.895000,30.001241,3627
325,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/354/Video 2025-03-24, 7 49 05 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\354\Video 2025-03-24, 7 49 05 AM.mov",121.135000,29.999587,3634
326,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/370/Video 2025-03-24, 7 51 13 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\370\Video 2025-03-24, 7 51 13 AM.mov",121.126667,30.001651,3634
327,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/378/Video 2025-03-24, 7 55 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\378\Video 2025-03-24, 7 55 45 AM.mov",121.660000,30.001644,3650
328,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/417/Video 2025-03-24, 7 58 46 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\417\Video 2025-03-24, 7 58 46 AM.mov",121.426667,30.001647,3643
329,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/421/Video 2025-03-24, 7 53 24 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\421\Video 2025-03-24, 7 53 24 AM.mov",122.960000,30.001627,3689
330,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/433/Video 2025-03-24, 8 07 43 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\433\Video 2025-03-24, 8 07 43 AM.mov",120.660000,30.001658,3620
331,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/436/Video 2025-03-24, 8 09 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\436\Video 2025-03-24, 8 09 48 AM.mov",125.026667,30.001600,3751
332,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/438/Video 2025-03-24, 8 01 35 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\438\Video 2025-03-24, 8 01 35 AM.mov",121.193333,30.001650,3636
333,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/310/Video 2025-03-24, 7 07 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\310\Video 2025-03-24, 7 07 49 AM.mov",122.560000,30.001632,3677
334,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/354/Video 2025-03-24, 6 52 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\354\Video 2025-03-24, 6 52 42 AM.mov",124.010000,29.997581,3720
335,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/370/Video 2025-03-24, 6 54 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\370\Video 2025-03-24, 6 54 59 AM.mov",122.010000,29.997541,3660
336,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/378/Video 2025-03-24, 7 00 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\378\Video 2025-03-24, 7 00 30 AM.mov",122.260000,30.001636,3668
337,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/417/Video 2025-03-24, 7 02 41 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\417\Video 2025-03-24, 7 02 41 AM.mov",121.026667,30.001653,3631
338,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/421/Video 2025-03-24, 6 57 31 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\421\Video 2025-03-24, 6 57 31 AM.mov",122.393333,30.001634,3672
339,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/433/Video 2025-03-24, 7 12 23 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\433\Video 2025-03-24, 7 12 23 AM.mov",123.226667,30.001623,3697
340,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/436/Video 2025-03-24, 7 14 39 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\436\Video 2025-03-24, 7 14 39 AM.mov",121.260000,30.001649,3638
341,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Before exercise/438/Video 2025-03-24, 7 04 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Before exercise\438\Video 2025-03-24, 7 04 54 AM.mov",122.626667,30.001631,3679
342,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 24 2025/Cow 255/Video 2025-03-24, 8 15 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\Cow 255\Video 2025-03-24, 8 15 49 AM.mov",122.693333,30.001630,3681
343,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/310/Video 2025-03-24, 7 25 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\310\Video 2025-03-24, 7 25 28 AM.mov",90.928333,30.001650,2728
344,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/354/Video 2025-03-24, 7 27 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\354\Video 2025-03-24, 7 27 42 AM.mov",90.861667,30.001651,2726
345,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/370/Video 2025-03-24, 7 23 40 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\370\Video 2025-03-24, 7 23 40 AM.mov",90.795000,30.001652,2724
346,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/378/Video 2025-03-24, 7 32 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\378\Video 2025-03-24, 7 32 48 AM.mov",102.793333,30.001946,3084
347,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/417/Video 2025-03-24, 7 39 34 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\417\Video 2025-03-24, 7 39 34 AM.mov",95.395000,30.001572,2862
348,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/421/Video 2025-03-24, 7 21 47 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\421\Video 2025-03-24, 7 21 47 AM.mov",95.628333,30.001569,2869
349,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/433/Video 2025-03-24, 7 35 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\433\Video 2025-03-24, 7 35 16 AM.mov",93.628333,30.001602,2809
350,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/436/Video 2025-03-24, 7 37 09 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\436\Video 2025-03-24, 7 37 09 AM.mov",93.628333,30.001602,2809
351,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/438/Video 2025-03-24, 7 29 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\438\Video 2025-03-24, 7 29 33 AM.mov",99.693333,30.002006,2991
352,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\374.mov,58.556667,29.988046,1756
353,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\402.mov,55.621667,29.988314,1668
354,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\404.mov,43.316667,29.988457,1299
355,426,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/426.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\426.mov,58.523333,29.988039,1755
356,352,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/352.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\352.mov,53.671667,29.997205,1610
357,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\374.mov,54.205000,29.997233,1626
358,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\402.mov,54.805000,29.997263,1644
359,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\404.mov,58.006667,29.996552,1740
360,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\406.mov,57.873333,29.996544,1736
361,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\374.mov,61.625000,29.987830,1848
362,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\402.mov,61.006667,29.996722,1830
363,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\404.mov,56.921667,29.988581,1707
364,428,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/428.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\428.mov,62.406667,29.996795,1872
365,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 7/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 7\374.mov,61.306667,29.996738,1839
366,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 7/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 7\402.mov,61.240000,29.996734,1837
367,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 7/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 7\404.mov,60.906667,29.996716,1827
368,426,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 7/426.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 7\426.mov,60.510000,29.995042,1815
369,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 1/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 1\387.mov,58.840000,29.996601,1765
370,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 1/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 1\402.mov,59.506667,29.996639,1785
371,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 1/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 1\404.mov,58.406667,29.996576,1752
372,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\374.mov,61.873333,29.996768,1856
373,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\402.mov,62.213333,29.993571,1866
374,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\404.mov,59.040000,29.996612,1771
375,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 6/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 6\387.mov,58.340000,29.996572,1750
376,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 6/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 6\402.mov,62.106667,29.996780,1863
377,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 6/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 6\404.mov,61.640000,29.996755,1849
378,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 26\387.mov,62.773333,29.996814,1883
379,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 26\402.mov,60.940000,29.996718,1828
380,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 26\404.mov,56.171667,29.997330,1685
381,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 29/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 29\387.mov,62.420000,29.990388,1872
382,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 29/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 29\402.mov,60.906667,29.996716,1827
383,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 29/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 29\404.mov,60.873333,29.996714,1826
384,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\355.mov,60.390000,29.988409,1811
385,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\405.mov,62.125000,29.987928,1863
386,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\406.mov,63.806667,29.996866,1914
387,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\408.mov,65.206667,29.996933,1956
388,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\432.mov,66.626667,29.987993,1998
389,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\439.mov,57.706667,29.996534,1731
390,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\355.mov,53.771667,29.997210,1613
391,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\405.mov,57.088333,29.988614,1712
392,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\406.mov,60.706667,29.996705,1821
393,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\408.mov,57.271667,29.997381,1718
394,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\432.mov,51.405000,29.997082,1542
395,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\439.mov,51.238333,29.997073,1537
396,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\355.mov,49.338333,29.996960,1480
397,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\405.mov,50.671667,29.997040,1520
398,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\406.mov,55.938333,29.997318,1678
399,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\408.mov,51.205000,29.997071,1536
400,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\432.mov,56.271667,29.997334,1688
401,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 8/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\439.mov,52.138333,29.997123,1564
402,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\374.mov,59.973333,29.996665,1799
403,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\402.mov,60.106667,29.996673,1803
404,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\404.mov,61.440000,29.996745,1843
405,426,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/426.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\426.mov,61.206667,29.996732,1836
406,352,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/352.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\352.mov,52.371667,29.997136,1571
407,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\374.mov,59.940000,29.996663,1798
408,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\402.mov,58.840000,29.996601,1765
409,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\404.mov,54.005000,29.997222,1620
410,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 28/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 28\406.mov,51.838333,29.997106,1555
411,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 5\374.mov,61.573333,29.996752,1847
412,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 5\402.mov,63.173333,29.996834,1895
